what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429036014580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036016650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036027305
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1429036027311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036030629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036030723
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036030725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036030727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036032083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036203848
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036204081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036298923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036300968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036566949
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036569460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036570316
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036571070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036610819
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429036613203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037158396
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429037158411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037167403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037333679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037338108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037447955
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1429037456381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1429037460527
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1429037462490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1429037462933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037484543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037609230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1429037610977
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1429037613119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1429037614370
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1429037632385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037638378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037672295
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1429037672304
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429037673496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037676033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037876792
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037896422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037896484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037914689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037914805
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1429037920028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037920921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037946637
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1429037947665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037950602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037950676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037953374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037953439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1429037982274
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037989025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037989093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429037992175
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038002636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1429038008138
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1429038009495
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1429038056576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038070825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038106330
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1429038110951
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1429038113104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038116012
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038134341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038199522
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038199586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038201093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1429038201201
